"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003.15",3446.74472673942,-1.25559903414439,0.0744596033700243,-16.8628219506453,8.44584729996691e-64,1.8279226656357e-62
"ENSG00000000005.6",95.3730208502469,-0.610093887332995,0.298115130152652,-2.04650427175767,0.0407067826130516,0.0528300045798619
"ENSG00000000419.13",1444.60017664611,-0.0420155122674002,0.0516620107500024,-0.813276751280888,0.416059403356042,0.465563990183518
"ENSG00000000457.14",630.556412416059,-0.360331949412712,0.0423152679719231,-8.51541220657752,1.65998764898574e-17,5.86561233402543e-17
"ENSG00000000460.17",194.184004834251,0.60185517380629,0.062770123111282,9.58824268576455,8.95979982474009e-22,3.85336966514437e-21
"ENSG00000000938.13",1068.2028141888,1.54560945440747,0.102263504678755,15.1139887026438,1.30966275805471e-51,1.87708648959327e-50
"ENSG00000000971.16",5304.34499655684,0.71421593659681,0.170965757189423,4.17753793705887,2.94681525397848e-05,5.07050944145082e-05
"ENSG00000001036.14",3270.59297635834,0.166357882101258,0.0615375589365884,2.7033552350148,0.00686433416110481,0.00965637780574135
"ENSG00000001084.13",1895.87076097135,0.133342957919039,0.0732272742997277,1.82094662397579,0.0686149709268394,0.0866038477097937
"ENSG00000001167.14",1418.10159395783,-0.0516900927011655,0.0460343986133368,-1.12285799876161,0.2614978081742,0.303960048918905
"ENSG00000001460.18",595.074347433726,-0.687291061835793,0.0579479324917615,-11.8604932442328,1.89853396374303e-32,1.29543879749841e-31
"ENSG00000001461.17",3611.23605957951,-0.7661583784345,0.0797612236690324,-9.60564975298848,7.5679088624807e-22,3.26634517385323e-21
"ENSG00000001497.18",2495.56949967355,0.341855285065549,0.0473657740903893,7.21734821462387,5.30111118462659e-13,1.47382291171726e-12
"ENSG00000001561.7",2756.42880366736,-0.530470051681322,0.0935850558062957,-5.66832008712267,1.44204382148806e-08,3.08110552956109e-08
"ENSG00000001617.12",6367.66568719709,1.15319481685761,0.0897330196696086,12.8513987504667,8.44689430671852e-38,7.11873856566213e-37
"ENSG00000001626.16",173.835217540792,-0.76349844441647,0.236782142665713,-3.22447645680093,0.00126203233188118,0.00189510074181817
"ENSG00000001629.10",4925.90464972296,0.0611902065501201,0.0745667406536723,0.820609912860748,0.411868499443053,0.461406929012113
"ENSG00000001630.17",93.8715974938398,-1.02598372211024,0.133743631791502,-7.6712715840533,1.70299530615449e-14,5.12325240101581e-14
"ENSG00000001631.16",386.944793616153,0.600893846660796,0.0657121648402069,9.14433192274212,5.99995622524356e-20,2.3827800761811e-19
"ENSG00000002016.18",582.25518139398,0.590193021287759,0.0860632571085102,6.85766540933527,6.9994958980607e-12,1.8332553275958e-11
