"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"hsa-let-7a-1",25029.5629793068,-1.04178403771561,0.504709353316051,-2.0641266718575,0.0390057077069944,0.0864643494601521
"hsa-let-7a-2",24928.3660687846,-1.02444640274247,0.506333141294767,-2.02326555224652,0.0430457764333781,0.0946784046423264
"hsa-let-7a-3",25077.0324151424,-1.04541599458913,0.502772198957038,-2.07930350317255,0.0375894633502517,0.0848762084690523
"hsa-let-7b",36962.1699143082,-3.83865002899309,0.384366453933837,-9.98695382936268,1.7384194173127e-23,5.27113601892315e-22
"hsa-let-7c",2110.33707554953,-3.20122478256077,0.767415948773253,-4.17143374160788,3.02689075217279e-05,0.000128491512429735
"hsa-let-7d",2972.91800598929,-5.03789796411489,0.250135344009665,-20.140688170482,3.24791998306088e-90,1.37874203280934e-87
"hsa-let-7e",2353.22752894161,-1.46448113868694,0.673402244387542,-2.17474941744348,0.0296488994769852,0.0689641524820833
"hsa-let-7f-1",18947.9817989346,4.99022213172944,0.820179691632203,6.08430345525701,1.16998826770832e-09,9.46019085032726e-09
"hsa-let-7f-2",19341.8530765788,4.94933353632419,0.823865224587732,6.00745533203063,1.88457703306964e-09,1.45401222198567e-08
"hsa-let-7g",2539.58870650055,1.96547352903645,0.364990420823489,5.38500030932855,7.2444523807113e-08,4.45691309508978e-07
"hsa-let-7i",1209.68790891452,-0.737691704696649,0.330216360428371,-2.23396473675527,0.0254853933951766,0.0609495746267744
"hsa-mir-1-1",114.8681660354,5.96883626396497,1.45400487462728,4.10510058674667,4.0413899179077e-05,0.000165788113405354
"hsa-mir-1-2",119.103812893582,4.36121991330175,1.18297348857463,3.68665904639723,0.000227217456322257,0.000846086054463141
"hsa-mir-100",5819.08162255668,-0.120684085607062,0.629639407185003,-0.191671747717661,0.847999337691482,0.896574259176539
"hsa-mir-101-1",10012.6684546881,4.46494556405138,0.439921206094691,10.1494210831253,3.33334852622309e-24,1.13200515950536e-22
"hsa-mir-101-2",10081.1912351969,4.48741161301114,0.435366198232598,10.3072117937224,6.53703531806811e-25,2.52270135683628e-23
"hsa-mir-103a-1",20962.0671831924,1.23332551116144,0.460218640461505,2.67986865965418,0.00736510520971789,0.0198507121366682
"hsa-mir-103a-2",21006.3634883587,1.23862568446024,0.458842682947045,2.69945611098083,0.00694529159684103,0.0189599760955564
